165.000000,0.141104,0.928571,0.187500,1.000000
140.000000,0.042945,0.535714,0.187500,1.000000
135.000000,0.042945,0.964286,0.250000,1.000000
270.000000,0.404908,0.964286,0.250000,1.000000
138.000000,0.042945,0.928571,0.375000,1.000000
165.000000,0.141104,0.928571,0.187500,1.000000
179.000000,0.153374,0.678571,0.000000,1.000000
168.000000,0.110429,0.428571,0.250000,1.000000
278.000000,0.380368,0.000000,0.312500,0.000000
270.000000,0.404908,0.964286,0.250000,1.000000
195.000000,0.147239,0.714286,0.250000,1.000000
130.000000,0.042945,0.964286,0.250000,1.000000
270.000000,0.404908,0.964286,1.000000,1.000000
182.000000,0.147239,0.928571,0.250000,1.000000
370.000000,1.000000,0.000000,0.125000,0.000000
135.000000,0.055215,0.428571,1.000000,1.000000
107.000000,0.018405,0.785714,0.250000,1.000000
120.000000,0.000000,0.428571,0.312500,1.000000
275.000000,0.374233,0.928571,0.250000,1.000000
265.000000,0.398773,0.928571,0.000000,1.000000
143.000000,0.042945,0.857143,0.187500,1.000000
120.000000,0.000000,0.428571,0.250000,1.000000
180.000000,0.147239,0.892857,0.250000,1.000000
135.000000,0.042945,0.928571,0.250000,1.000000
107.000000,0.018405,0.785714,0.250000,1.000000
110.000000,0.006135,0.428571,0.187500,1.000000
172.000000,0.147239,0.714286,0.250000,1.000000
253.000000,0.337423,0.428571,1.000000,1.000000
258.000000,0.386503,0.428571,0.375000,1.000000
165.000000,0.141104,0.928571,0.187500,1.000000
126.000000,0.042945,1.000000,0.250000,1.000000
205.000000,0.196319,0.428571,0.250000,1.000000
180.000000,0.153374,0.428571,0.187500,1.000000
140.000000,0.036810,0.964286,0.125000,1.000000
370.000000,1.000000,0.000000,0.125000,0.000000
135.000000,0.055215,0.428571,0.062500,1.000000
128.000000,0.042945,0.857143,0.375000,1.000000
185.000000,0.147239,0.857143,0.250000,1.000000
370.000000,1.000000,0.000000,0.125000,0.000000
180.000000,0.147239,0.892857,0.250000,1.000000
